Method,Iteration,Accuracy,Log Loss
normal_newton,10,0.9137086836566668,0.2214508621060407
normal_newton,11,0.912847188144077,0.2226132441482402
normal_newton,12,0.9135451085593396,0.22151137479352292
normal_newton,13,0.9126945180532382,0.22298355193352812
normal_newton,14,0.9136977786501783,0.22143276155052985
normal_newton,15,0.9128362831375885,0.2225313343130997
normal_newton,16,0.9135232985463626,0.22154682403988515
normal_newton,17,0.9126399930207958,0.22314674342857388
normal_newton,18,0.9137741136955977,0.2214272424541893
normal_newton,19,0.9129017131765194,0.22245491901324427
normal_newton,20,0.9135232985463626,0.22159152908179144
normal_newton,21,0.9125418479623996,0.22330000626546212
normal_newton,22,0.9137959237085747,0.22143173670504188
normal_newton,23,0.9129235231894963,0.222419017918795
normal_newton,24,0.9134469635009432,0.2216186169933722
normal_newton,25,0.9125309429559111,0.2233574522375429
normal_newton,26,0.91382863872804,0.22143521818983902
normal_newton,27,0.9129344281959848,0.2224118618426275
normal_newton,28,0.9134469635009432,0.2216251238144556
normal_newton,29,0.9125418479623996,0.22336685952569932
normal_newton,30,0.9138177337215516,0.2214358596255972
normal_newton,31,0.9129344281959848,0.2224109323721127
normal_newton,32,0.9134469635009432,0.2216260323470563
normal_newton,33,0.9125418479623996,0.22336803615608414
normal_newton,34,0.9138177337215516,0.22143594119448934
normal_newton,35,0.9129344281959848,0.22241081999517454
normal_newton,36,0.9134469635009432,0.22162614349814835
normal_newton,37,0.9125418479623996,0.22336817786719193
normal_newton,38,0.9138177337215516,0.22143595104686759
normal_newton,39,0.9129344281959848,0.22241080652941708
normal_newton,40,0.9134469635009432,0.22162615684062925
regularized_newton,1,0.09500441652762784,0.6931471805599454
regularized_newton,2,0.9049955834723722,0.5232204282142372
regularized_newton,3,0.9049955834723722,0.4277992698037292
regularized_newton,4,0.9049955834723722,0.3742029027586565
regularized_newton,5,0.9049955834723722,0.34414707428401614
regularized_newton,6,0.9049955834723722,0.3273753340110869
regularized_newton,7,0.9049955834723722,0.31802233454732004
regularized_newton,8,0.9049955834723722,0.3126753416461604
regularized_newton,9,0.9049955834723722,0.3093418233197133
regularized_newton,10,0.9049955834723722,0.3069032485649148
regularized_newton,11,0.9049955834723722,0.3048099619454745
regularized_newton,12,0.9049955834723722,0.30284871638496197
regularized_newton,13,0.9049955834723722,0.3009540811875021
regularized_newton,14,0.9049955834723722,0.29910835378800354
regularized_newton,15,0.9049955834723722,0.2973068633111943
regularized_newton,16,0.9049955834723722,0.29554826273762047
regularized_newton,17,0.9049955834723722,0.2938320296000666
regularized_newton,18,0.9049955834723722,0.2921578691320566
regularized_newton,19,0.9049955834723722,0.29052557935161866
regularized_newton,20,0.9049955834723722,0.28893500953432033
regularized_newton,21,0.9049955834723722,0.2873860310962229
regularized_newton,22,0.9049955834723722,0.2858785100645843
regularized_newton,23,0.9049955834723722,0.28441228314591865
regularized_newton,24,0.9049955834723722,0.28298713936447734
regularized_newton,25,0.9050064884788607,0.28160280762309237
regularized_newton,26,0.9050064884788607,0.28025894952900127
regularized_newton,27,0.9049846784658837,0.27895515646465574
regularized_newton,28,0.9049301534334413,0.27769094988028714
regularized_newton,29,0.9048756284009989,0.2764657839263126
regularized_newton,30,0.9048538183880219,0.2752790497169805
regularized_newton,31,0.9047992933555795,0.2741300806750699
regularized_newton,32,0.9048211033685565,0.2730181585373675
regularized_newton,33,0.9047556733296256,0.2719425197023908
regularized_newton,34,0.9047120533036718,0.2709023616803095
regularized_newton,35,0.9047338633166486,0.2698968494656103
regularized_newton,36,0.9047774833426026,0.26892512170023775
regularized_newton,37,0.9047120533036718,0.26798629653206235
regularized_newton,38,0.9046575282712294,0.26707947710297536
regularized_newton,39,0.9045920982322985,0.26620375662433216
regularized_newton,40,0.9045266681933676,0.26535822301608436
linesearch_newton,1,0.09500441652762784,0.6931471805599454
linesearch_newton,2,0.905606263835727,0.5624355472394745
linesearch_newton,3,0.9052136836021417,0.47693774325042576
linesearch_newton,4,0.9051373485567223,0.4167185383342754
linesearch_newton,5,0.9054972137708422,0.3727586776874542
linesearch_newton,6,0.9058897940044275,0.339972059504584
linesearch_newton,7,0.9064459493353398,0.315176160398825
linesearch_newton,8,0.9072856348349527,0.2962477562078848
linesearch_newton,9,0.9078963151983075,0.2816965176793594
linesearch_newton,10,0.9085833306070817,0.2704310004191049
linesearch_newton,11,0.9093466810612753,0.26163236674420065
linesearch_newton,12,0.9096956412689066,0.25468979190827534
linesearch_newton,13,0.9100773164960033,0.24915965260521544
linesearch_newton,14,0.9103281316452383,0.2447239722933345
linesearch_newton,15,0.9105462317750079,0.24114849383863599
linesearch_newton,16,0.9106334718269158,0.2382515749674332
linesearch_newton,17,0.9106552818398927,0.23588697313590143
linesearch_newton,18,0.910753426898289,0.233935993602737
linesearch_newton,19,0.9108624769631738,0.23230395026439205
linesearch_newton,20,0.9109170019956162,0.23091787327957222
linesearch_newton,21,0.911047862073478,0.229724005463525
linesearch_newton,22,0.9111569121383627,0.2286845816703515
linesearch_newton,23,0.9114186322940863,0.22777400448979201
linesearch_newton,24,0.911484062333017,0.22697493880135153
linesearch_newton,25,0.9115494923719479,0.226274954198387
linesearch_newton,26,0.9116258274173673,0.22566412302529518
linesearch_newton,27,0.9117239724757636,0.22513361900614476
linesearch_newton,28,0.9118330225406485,0.22467509277952366
linesearch_newton,29,0.9119420726055332,0.22428051820181344
linesearch_newton,30,0.9121710777417913,0.2239422546898286
linesearch_newton,31,0.9123346528391184,0.22365316625381568
linesearch_newton,32,0.9124000828780493,0.22340672021877936
linesearch_newton,33,0.9124982279364456,0.22319704076884792
linesearch_newton,34,0.9126727080402612,0.22301891851008687
linesearch_newton,35,0.9127381380791921,0.22286778687792688
linesearch_newton,36,0.912803568118123,0.22273967749283752
linesearch_newton,37,0.912847188144077,0.22263116450225845
linesearch_newton,38,0.9128689981570539,0.22253930510116654
linesearch_newton,39,0.9128689981570539,0.2224615808745524
linesearch_newton,40,0.9128908081700309,0.2223958426684888
trust_region_newton,1,0.09500441652762784,0.6931471805599454
trust_region_newton,2,0.9049955834723722,0.6116435448548091
trust_region_newton,3,0.9049955834723722,0.5417007949092217
trust_region_newton,4,0.9049955834723722,0.48285562612965
trust_region_newton,5,0.9049955834723722,0.43442552778314814
trust_region_newton,6,0.9049955834723722,0.395566090625809
trust_region_newton,7,0.9049955834723722,0.3653233970087221
trust_region_newton,8,0.9049955834723722,0.34267769308852936
trust_region_newton,9,0.9049955834723722,0.3265693741608022
trust_region_newton,10,0.9049955834723722,0.31588698433658724
trust_region_newton,11,0.9049955834723722,0.31066402034483476
trust_region_newton,12,0.9049955834723722,0.30781113544842
trust_region_newton,13,0.9049955834723722,0.30589652268295353
trust_region_newton,14,0.9049955834723722,0.3043749055791827
trust_region_newton,15,0.9049955834723722,0.303029075419953
trust_region_newton,16,0.9049955834723722,0.30176993297536037
trust_region_newton,17,0.9049955834723722,0.3005602125449151
trust_region_newton,18,0.9049955834723722,0.299384081009667
trust_region_newton,19,0.9049955834723722,0.2982346728585959
trust_region_newton,20,0.9049955834723722,0.2971088960066527
trust_region_newton,21,0.9049955834723722,0.29600525255231586
trust_region_newton,22,0.9049955834723722,0.29492292439414686
trust_region_newton,23,0.9049955834723722,0.2938613908663547
trust_region_newton,24,0.9049955834723722,0.29282026901405084
trust_region_newton,25,0.9049955834723722,0.29179924598652734
trust_region_newton,26,0.9049955834723722,0.29079804897828554
trust_region_newton,27,0.9049955834723722,0.28981643030173754
trust_region_newton,28,0.9049955834723722,0.2888541586295151
trust_region_newton,29,0.9049955834723722,0.28791101295195015
trust_region_newton,30,0.9049955834723722,0.2869867779713997
trust_region_newton,31,0.9049955834723722,0.28608124046817884
trust_region_newton,32,0.9049955834723722,0.28519418645049244
trust_region_newton,33,0.9049955834723722,0.284325398981952
trust_region_newton,34,0.9049955834723722,0.2834746565980104
trust_region_newton,35,0.9050064884788607,0.28264173222532
trust_region_newton,36,0.9050064884788607,0.2818263925207342
trust_region_newton,37,0.9050064884788607,0.2810283975524781
trust_region_newton,38,0.9050064884788607,0.28024750075425
trust_region_newton,39,0.9049737734593952,0.27948344909232675
trust_region_newton,40,0.9049846784658837,0.27873598339504607
